ref;TITULO;FECHA;ESTILO;TIPO;LOCALIDAD;PROVINCIA;DEDICATORIA;DURACION_SEG;AUTOR;BANDA_ESTRENO_CANDIDATA;DETALLES_MARCHA;DATOS_INT;MOTIVO;DISCO_ORIGEN;INSERTADA
M1;La salve;;AM;;;;;255;Martín Martín, Juan José - PROPUESTA DESCARTADA, sin autor resuelto: investigar manualmente;"(AM)Nuestra Señora de la Victoria (Arahal) - candidata segun disco de origen, sin cruzar con la BD; buscar en el desplegable del formulario por si ya existe con otro nombre";;;E_homonima_otro_autor;https://discografiasdemarchasprocesionales.com/discos/74/;
M2;Salud y refugio;;AM;;;;;;García Pérez, Gualberto (id 297, ya en BD);"(AM)Nuestro Padre Jesús Despojado de sus Vestiduras (Sevilla) - candidata segun disco de origen, sin cruzar con la BD; buscar en el desplegable del formulario por si ya existe con otro nombre";;;E_homonima_otro_autor;https://discografiasdemarchasprocesionales.com/discos/112/;
M6;Misericordia;;AM;;;;;;Lancharro Cordero, Luis Joaquín (id 246, ya en BD);"(AM)Nuestro Padre Jesús Despojado de sus Vestiduras (Sevilla) - candidata segun disco de origen, sin cruzar con la BD; buscar en el desplegable del formulario por si ya existe con otro nombre";;;E_homonima_otro_autor;https://discografiasdemarchasprocesionales.com/discos/112/;
M11;Abrid las puertas a cristo;;AM;;;;;180;De la Cruz, H.H (autor nuevo, sin alta todavía);AM Virgen de los Reyes (id 6, ya en BD) [origen: (AM)Nuestra Señora de los Reyes (Sevilla)];;;E_homonima_otro_autor;https://discografiasdemarchasprocesionales.com/discos/117/;
M12;Réquiem a santa marina;;AM;;;;;287;Carrasco Benítez, Francisco José (id 31, ya en BD);AM Virgen de los Reyes (id 6, ya en BD) [origen: (AM)Nuestra Señora de los Reyes (Sevilla)];;;B_titulo_parecido_otro_autor;https://discografiasdemarchasprocesionales.com/discos/204/;
M13;Salve a la macarena;;AM;;;;;340;Jurado Marín, Manuel Jesús (autor nuevo, sin alta todavía);AM Virgen de los Reyes (id 6, ya en BD) [origen: (AM)Nuestra Señora de los Reyes (Sevilla)];;;E_homonima_otro_autor;https://discografiasdemarchasprocesionales.com/discos/205/;
M29;La lanzada;;CCTT;;Sevilla;;B.C.T.Policia Armada;213;Montoya Alegre, Ramón - PROPUESTA DESCARTADA, sin autor resuelto: investigar manualmente;"(CT)Stmo.Cristo de las Tres Caídas (Sevilla) - candidata segun disco de origen, sin cruzar con la BD; buscar en el desplegable del formulario por si ya existe con otro nombre";;;E_homonima_otro_autor;https://discografiasdemarchasprocesionales.com/discos/378/;
M30;La oración del huerto;;CCTT;;;;;210;Montoya Alegre, Ramón - PROPUESTA DESCARTADA, sin autor resuelto: investigar manualmente;"(CT)Stmo.Cristo de las Tres Caídas (Sevilla) - candidata segun disco de origen, sin cruzar con la BD; buscar en el desplegable del formulario por si ya existe con otro nombre";;;E_homonima_otro_autor;https://discografiasdemarchasprocesionales.com/discos/378/;
M33;Rocío del cielo;;AM;;;;;;Velázquez Sánchez, Juan (id 372, ya en BD);NO DETERMINADA (varias bandas en la página del disco de origen);;;E_homonima_otro_autor;https://discografiasdemarchasprocesionales.com/discos/419/;
M34;La pasión;;AM;;;;;;Sebastian Bach, Juan (autor nuevo, sin alta todavía);"(AM)Nuestro Padre Jesús de la Redención (Sevilla) - candidata segun disco de origen, sin cruzar con la BD; buscar en el desplegable del formulario por si ya existe con otro nombre";;;E_homonima_otro_autor;https://discografiasdemarchasprocesionales.com/discos/420/;
M38;Al cielo el rey de triana;;CCTT;;;;;280;SIN AUTOR IDENTIFICADO - investigar manualmente;"(CT)Stmo.Cristo de las Tres Caídas (Sevilla) - candidata segun disco de origen, sin cruzar con la BD; buscar en el desplegable del formulario por si ya existe con otro nombre";;;V_autor_generico_origen;https://discografiasdemarchasprocesionales.com/discos/436/;
M41;Dulce nombre;;CCTT;;;;;;Cebrero Miranda, Ángel Manuel (id 78, ya en BD);"(CT)Stmo.Cristo de las Tres Caídas (Sevilla) - candidata segun disco de origen, sin cruzar con la BD; buscar en el desplegable del formulario por si ya existe con otro nombre";;;E_homonima_otro_autor;https://discografiasdemarchasprocesionales.com/discos/496/;
M43;Cristo de la sangre;1928;CCTT;;;;;215;Escámez López, Alberto (id 84, ya en BD);"(CT)Stmo.Cristo de las Tres Caídas (Sevilla) - candidata segun disco de origen, sin cruzar con la BD; buscar en el desplegable del formulario por si ya existe con otro nombre";;;E_homonima_otro_autor;https://discografiasdemarchasprocesionales.com/discos/514/;
M45;La santa espina;;AM;;;;;218;Morera i Viura, Enric (autor nuevo, sin alta todavía);"(AM)Nuestro Padre Jesús de la Redención (Sevilla) - candidata segun disco de origen, sin cruzar con la BD; buscar en el desplegable del formulario por si ya existe con otro nombre";;;E_homonima_otro_autor;https://discografiasdemarchasprocesionales.com/discos/548/;
M48;Jesús de la redención;;AM;;;;;;Sebastian Bach, Juan (autor nuevo, sin alta todavía);"(AM)Nuestra Señora de la Encarnación (Sevilla) - candidata segun disco de origen, sin cruzar con la BD; buscar en el desplegable del formulario por si ya existe con otro nombre";;;E_homonima_otro_autor;https://discografiasdemarchasprocesionales.com/discos/601/;
M50;Jesús de nazaret;;AM;;;;;;Sebastian Bach, Juan (autor nuevo, sin alta todavía);"(AM)Nuestra Señora de la Encarnación (Sevilla) - candidata segun disco de origen, sin cruzar con la BD; buscar en el desplegable del formulario por si ya existe con otro nombre";;;E_homonima_otro_autor;https://discografiasdemarchasprocesionales.com/discos/601/;
M58;Virgen de lourdes;;AM;;;;;114;Sebastian Bach, Juan (autor nuevo, sin alta todavía);"(AM)Nuestra Señora de la Encarnación (Sevilla) - candidata segun disco de origen, sin cruzar con la BD; buscar en el desplegable del formulario por si ya existe con otro nombre";;;E_homonima_otro_autor;https://discografiasdemarchasprocesionales.com/discos/710/;
M59;Sabed que vendra;;AM;;;;;184;Allen Zimmerman, Robert (autor nuevo, sin alta todavía);"(AM)Nuestra Señora de la Encarnación (Sevilla) - candidata segun disco de origen, sin cruzar con la BD; buscar en el desplegable del formulario por si ya existe con otro nombre";;;E_homonima_otro_autor;https://discografiasdemarchasprocesionales.com/discos/710/;
M60;Virgen de valvarena;;AM;;;;;125;Sebastian Bach, Juan (autor nuevo, sin alta todavía);"(AM)Nuestra Señora de la Encarnación (Sevilla) - candidata segun disco de origen, sin cruzar con la BD; buscar en el desplegable del formulario por si ya existe con otro nombre";;;B_titulo_parecido_otro_autor;https://discografiasdemarchasprocesionales.com/discos/710/;
M63;Y triana te corona;;CCTT;;Sevilla;;Virgen de la Estrella de Triana;222;SIN AUTOR IDENTIFICADO - investigar manualmente;"(CT)Ntro.Padre Jesús en la Presentación al Pueblo (Dos Hermanas) - candidata segun disco de origen, sin cruzar con la BD; buscar en el desplegable del formulario por si ya existe con otro nombre";;;V_autor_generico_origen;https://discografiasdemarchasprocesionales.com/discos/760/;
M66;Coral;;AM;;Sevilla;;Ntra.Sra.de la Encarnación;82;Sebastian Bach, Juan (autor nuevo, sin alta todavía);"(AM)Nuestra Señora de la Encarnación (Sevilla) - candidata segun disco de origen, sin cruzar con la BD; buscar en el desplegable del formulario por si ya existe con otro nombre";;;E_homonima_otro_autor;https://discografiasdemarchasprocesionales.com/discos/801/;
M67;Jesús de la victoria;;AM;;;;;;Sebastian Bach, Juan (autor nuevo, sin alta todavía);NO DETERMINADA (varias bandas en la página del disco de origen);;;E_homonima_otro_autor;https://discografiasdemarchasprocesionales.com/discos/918/;
M68;Virgen de la paz;;AM;;;;;;Morales Muñoz, Pedro (id 273, ya en BD);NO DETERMINADA (varias bandas en la página del disco de origen);;;E_homonima_otro_autor;https://discografiasdemarchasprocesionales.com/discos/918/;
M71;Cristo del amor;1944;;;;;;209;Escámez López, Alberto (id 84, ya en BD);"(AM)Nuestro Padre Jesús de la Salud (Sevilla) - candidata segun disco de origen, sin cruzar con la BD; buscar en el desplegable del formulario por si ya existe con otro nombre";;;E_homonima_otro_autor;https://discografiasdemarchasprocesionales.com/discos/923/;
M73;Calvario;;CCTT;;;;;;Montoya Alegre, Ramón - PROPUESTA DESCARTADA, sin autor resuelto: investigar manualmente;"(CT)Centuria Romana Macarena (Sevilla) - candidata segun disco de origen, sin cruzar con la BD; buscar en el desplegable del formulario por si ya existe con otro nombre";;;E_homonima_otro_autor;https://discografiasdemarchasprocesionales.com/discos/944/;
M74;Jesús cautivo;;CCTT;;;;;;Escámez López, Alberto (id 84, ya en BD);"(CT)Centuria Romana Macarena (Sevilla) - candidata segun disco de origen, sin cruzar con la BD; buscar en el desplegable del formulario por si ya existe con otro nombre";;;E_homonima_otro_autor;https://discografiasdemarchasprocesionales.com/discos/944/;
M78;Al señor de san lorenzo;;CCTT;;Córdoba;;Ntro.Padre Jesús del Calvario,;256;None (autor nuevo, sin alta todavía);"(CT)Nuestro Padre Jesús Despojado de sus Vestiduras (Granada) - candidata segun disco de origen, sin cruzar con la BD; buscar en el desplegable del formulario por si ya existe con otro nombre";;;E_homonima_otro_autor;https://discografiasdemarchasprocesionales.com/discos/1063/;
M81;Al stmo.cristo de la buena muerte;;AM;;Castro del Rio;;Stmo.Cristo de la Buena Muerte de la Hdad.de la Santa Vera Cruz;244;Cebareros, Francisco Javier (autor nuevo, sin alta todavía);"(AM)Santa Vera Cruz (Castro del Rio) - candidata segun disco de origen, sin cruzar con la BD; buscar en el desplegable del formulario por si ya existe con otro nombre";;;E_homonima_otro_autor;https://discografiasdemarchasprocesionales.com/discos/1114/;
M86;El cristo de la buena muerte;;CCTT;;;;;145;Escámez López, Alberto (id 84, ya en BD);"(CT)Centuria Romana Macarena (Sevilla) - candidata segun disco de origen, sin cruzar con la BD; buscar en el desplegable del formulario por si ya existe con otro nombre";;;E_homonima_otro_autor;https://discografiasdemarchasprocesionales.com/discos/1209/;
M87;Cautivo;;CCTT;;;;;;Escámez López, Alberto (id 84, ya en BD);"(CT)Centuria Romana Macarena (Sevilla) - candidata segun disco de origen, sin cruzar con la BD; buscar en el desplegable del formulario por si ya existe con otro nombre";;;E_homonima_otro_autor;https://discografiasdemarchasprocesionales.com/discos/1209/;
M88;Himno de san antonio;;AM;;Arahal;;Hdad.de San Antonio;248;Godino Villar, Antonio (id 296, ya en BD);"(AM)Nuestro Padre Jesús de la Salud (Sevilla) - candidata segun disco de origen, sin cruzar con la BD; buscar en el desplegable del formulario por si ya existe con otro nombre";;;E_homonima_otro_autor;https://discografiasdemarchasprocesionales.com/discos/1253/;
M89;Jesús tu profunda herida;;AM;;;;;170;Sebastian Bach, Juan (autor nuevo, sin alta todavía);"(AM)Nuestro Padre Jesús de la Salud (Sevilla) - candidata segun disco de origen, sin cruzar con la BD; buscar en el desplegable del formulario por si ya existe con otro nombre";;;E_homonima_otro_autor;https://discografiasdemarchasprocesionales.com/discos/1253/;
M97;Cruz de rendención;2000;AM;;;;;280;SIN AUTOR IDENTIFICADO - investigar manualmente;"(AM)Virgen de la Oliva (Vejer de la fra) - candidata segun disco de origen, sin cruzar con la BD; buscar en el desplegable del formulario por si ya existe con otro nombre";;;V_autor_generico_origen;https://discografiasdemarchasprocesionales.com/discos/1319/;
M100;Saeta nº5;;AM;;;;;90;Anónima (autor nuevo, sin alta todavía);"(AM)Santa María Magdalena (Arahal) - candidata segun disco de origen, sin cruzar con la BD; buscar en el desplegable del formulario por si ya existe con otro nombre";;;E_homonima_otro_autor;https://discografiasdemarchasprocesionales.com/discos/1368/;
M106;Sagrada cena;;CCTT;;;;;;Gómez Galván, Juan Antonio (id 422, ya en BD);"(CT)Nuestra Señora del Sol (Sevilla) - candidata segun disco de origen, sin cruzar con la BD; buscar en el desplegable del formulario por si ya existe con otro nombre";;;E_homonima_otro_autor;https://discografiasdemarchasprocesionales.com/discos/1478/;
M107;Siete palabras;;CCTT;;;;;;Miraut Lago, Luis Alfonso (id 72, ya en BD);"(CT)Nuestra Señora del Sol (Sevilla) - candidata segun disco de origen, sin cruzar con la BD; buscar en el desplegable del formulario por si ya existe con otro nombre";;;E_homonima_otro_autor;https://discografiasdemarchasprocesionales.com/discos/1478/;
M108;Entrada en jerusalén;;CCTT;;;;;;Villalba García, Juan Miguel (id 354, ya en BD);"(CT)Nuestra Señora del Sol (Sevilla) - candidata segun disco de origen, sin cruzar con la BD; buscar en el desplegable del formulario por si ya existe con otro nombre";;;E_homonima_otro_autor;https://discografiasdemarchasprocesionales.com/discos/1478/;
M110;Cirineo de tu cruz;;CCTT;;;;;212;Molina Ruiz, Francisco (id 664, ya en BD);"(CT)La Humildad (Torreperogil) - candidata segun disco de origen, sin cruzar con la BD; buscar en el desplegable del formulario por si ya existe con otro nombre";;;E_homonima_otro_autor;https://discografiasdemarchasprocesionales.com/discos/1530/;
M112;Nazareno;;CCTT;;;;;;Villalba García, Juan Miguel (id 354, ya en BD);"(CT)Nuestra Señora del Sol (Sevilla) - candidata segun disco de origen, sin cruzar con la BD; buscar en el desplegable del formulario por si ya existe con otro nombre";;;E_homonima_otro_autor;https://discografiasdemarchasprocesionales.com/discos/1541/;
M115;Amadisimo jesús;;AM;;;;;149;Sebastian Bach, Juan (autor nuevo, sin alta todavía);"(AM)Nuestra Señora de la Estrella (Dos Hermanas) - candidata segun disco de origen, sin cruzar con la BD; buscar en el desplegable del formulario por si ya existe con otro nombre";;;E_homonima_otro_autor;https://discografiasdemarchasprocesionales.com/discos/1603/;
M121;Tres necesidades;;CCTT;;;;;;González Ríos, Francisco Javier (id 18, ya en BD);"(CT)Ntra.Sra.de la Victoria (Sevilla) - candidata segun disco de origen, sin cruzar con la BD; buscar en el desplegable del formulario por si ya existe con otro nombre";;;E_homonima_otro_autor;https://discografiasdemarchasprocesionales.com/discos/1698/;
M130;Getsemaní;;CCTT;;;;;;Ortiz del Fruto, Fernando (autor nuevo, sin alta todavía);NO DETERMINADA (varias bandas en la página del disco de origen);;;E_homonima_otro_autor;https://discografiasdemarchasprocesionales.com/discos/1885/;
M134;Nuestra señora de la piedad;;CCTT;;;;;229;Popular,  (id 3, ya en BD);NO DETERMINADA (varias bandas en la página del disco de origen);;;V_autor_generico_origen;https://discografiasdemarchasprocesionales.com/discos/1885/;
M141;Prendimiento de jesús;;AM;;Córdoba;;Hdad.del Prendimiento;209;Cubero Romero, Alejandro (id 223, ya en BD);"(AM)Virgen de las Angustias (Cabra) - candidata segun disco de origen, sin cruzar con la BD; buscar en el desplegable del formulario por si ya existe con otro nombre";;;E_homonima_otro_autor;https://discografiasdemarchasprocesionales.com/discos/1904/;
M142;Lágrimas de san esteban;;CCTT;;;;;;Chaves Ramírez, Juan Manuel (id 500, ya en BD);"(CT)Madre de Dios de los Desamparados (Sevilla) - candidata segun disco de origen, sin cruzar con la BD; buscar en el desplegable del formulario por si ya existe con otro nombre";;;E_homonima_otro_autor;https://discografiasdemarchasprocesionales.com/discos/1943/;
M145;Plegaria;;AM;;;;;;Herrera Raya, Manuel (id 48, ya en BD);"(AM)Polillas (Cádiz) - candidata segun disco de origen, sin cruzar con la BD; buscar en el desplegable del formulario por si ya existe con otro nombre";;;E_homonima_otro_autor;https://discografiasdemarchasprocesionales.com/discos/1978/;
M146;Estrella y esperanza;;CCTT;;;;;184;Japón Rodríguez, Francisco (id 161, ya en BD);"(CT)Madre de Dios de los Desamparados (Sevilla) - candidata segun disco de origen, sin cruzar con la BD; buscar en el desplegable del formulario por si ya existe con otro nombre";;;E_homonima_otro_autor;https://discografiasdemarchasprocesionales.com/discos/2013/;
M148;Señor del molviedro;;CCTT;;Sevilla;;Hdad.de Ntro.Padre jesús Despojado de Sus Vestiduras;244;Sánchez Martín, José María (id 24, ya en BD);"(CT)Madre de Dios de los Desamparados (Sevilla) - candidata segun disco de origen, sin cruzar con la BD; buscar en el desplegable del formulario por si ya existe con otro nombre";;;B_titulo_parecido_otro_autor;https://discografiasdemarchasprocesionales.com/discos/2189/;
M155;Humildad y paciencia;;AM;;;;;;Bermejo Vallejo, Francisco (id 707, ya en BD);NO DETERMINADA (varias bandas en la página del disco de origen);;;E_homonima_otro_autor;https://discografiasdemarchasprocesionales.com/discos/2388/;
M162;Esperanza;;CCTT;;;;;;González Cruz, Manuel Alejandro (id 28, ya en BD);NO DETERMINADA (varias bandas en la página del disco de origen);;;E_homonima_otro_autor;https://discografiasdemarchasprocesionales.com/discos/2552/;
M167;El alma de la victoria;2009;CCTT;;;;Todos los Componentes de la Banda de Cornetas y Tambores Stmo.Cristo de la Victoria de León en XV Aniversario de su Fundación;219;Rojo Rubio, Santiago (id 508, ya en BD);"(CT)Stmo.Cristo de la Victoria (León) - candidata segun disco de origen, sin cruzar con la BD; buscar en el desplegable del formulario por si ya existe con otro nombre";;;B_titulo_parecido_otro_autor;https://discografiasdemarchasprocesionales.com/discos/2582/;
M170;Una mirada al cielo;;CCTT;;;;;;Garrido Navarro, José Carlos (id 733, ya en BD);"(CT)Ntra.Sra.de las Angustias (Porcuna) - candidata segun disco de origen, sin cruzar con la BD; buscar en el desplegable del formulario por si ya existe con otro nombre";;;E_homonima_otro_autor;https://discografiasdemarchasprocesionales.com/discos/2676/;
M173;Nazareno;;CCTT;;;;;;Callado Martos, Jose Luis (autor nuevo, sin alta todavía);"(CT)Ntra.Sra.de las Angustias (Porcuna) - candidata segun disco de origen, sin cruzar con la BD; buscar en el desplegable del formulario por si ya existe con otro nombre";;;E_homonima_otro_autor;https://discografiasdemarchasprocesionales.com/discos/2676/;
M177;Nostalgia;;CCTT;;;;;268;Garrido Navarro, José Carlos (id 733, ya en BD);"(CT)Ntra.Sra.de las Angustias (Porcuna) - candidata segun disco de origen, sin cruzar con la BD; buscar en el desplegable del formulario por si ya existe con otro nombre";;;E_homonima_otro_autor;https://discografiasdemarchasprocesionales.com/discos/2676/;
M178;Resurrección;;CCTT;;;;;;Garrido Navarro, José Carlos (id 733, ya en BD);"(CT)Ntra.Sra.de las Angustias (Porcuna) - candidata segun disco de origen, sin cruzar con la BD; buscar en el desplegable del formulario por si ya existe con otro nombre";;;E_homonima_otro_autor;https://discografiasdemarchasprocesionales.com/discos/2676/;
M179;Xv años de fe;;AM;;;;XV Aniversario de la Agrupacion Musical Ntro.Padre Jesus Nazareno de la Fuensanta de Moron y a todas las personas que han formado parte de la Agrupacion;265;Sánchez Martín, José María (id 24, ya en BD);"(AM)Nuestro Padre Jesús Nazareno de la Fuensanta (Morón de la frontera) - candidata segun disco de origen, sin cruzar con la BD; buscar en el desplegable del formulario por si ya existe con otro nombre";;;E_homonima_otro_autor;https://discografiasdemarchasprocesionales.com/discos/2702/;
M182;A nuestro padre jesús;;CCTT;;;;;205;None (autor nuevo, sin alta todavía);"(CT)Ntra.Sra.del Rosario (Cádiz) - candidata segun disco de origen, sin cruzar con la BD; buscar en el desplegable del formulario por si ya existe con otro nombre";;;E_homonima_otro_autor;https://discografiasdemarchasprocesionales.com/discos/2722/;
M189;Quinta palabra;;CCTT;;Sevilla;;Stmo.Cristo de la Sed;231;Cano García, Manuel (id 394, ya en BD);"(CT)Ntra.Sra.de la Salud (Utrera) - candidata segun disco de origen, sin cruzar con la BD; buscar en el desplegable del formulario por si ya existe con otro nombre";;;E_homonima_otro_autor;https://discografiasdemarchasprocesionales.com/discos/2828/;
M191;Humilitas e patientia;2012;CCTT;;Málaga;;Stmo.Cristo de la Humildad y Paciencia;169;Zumaquero Sánchez, Alberto - PROPUESTA DESCARTADA, sin autor resuelto: investigar manualmente;"(CT)Archicofradia del Paso y la Esperanza (Málaga) - candidata segun disco de origen, sin cruzar con la BD; buscar en el desplegable del formulario por si ya existe con otro nombre";;;B_titulo_parecido_otro_autor;https://discografiasdemarchasprocesionales.com/discos/2939/;
M192;A nuestro santo padre;;CCTT;;;;;218;None (autor nuevo, sin alta todavía);"(CT)Ntra.Sra.de la Salud (Utrera) - candidata segun disco de origen, sin cruzar con la BD; buscar en el desplegable del formulario por si ya existe con otro nombre";;;E_homonima_otro_autor;https://discografiasdemarchasprocesionales.com/discos/2953/;
M194;A jesus de la misericordia;;AM;;;;;177;SIN AUTOR IDENTIFICADO - investigar manualmente;"(AM)La Pollinica (Marbella) - candidata segun disco de origen, sin cruzar con la BD; buscar en el desplegable del formulario por si ya existe con otro nombre";;;V_autor_generico_origen;https://discografiasdemarchasprocesionales.com/discos/2997/;
M195;Lacrimosa;;AM;;;;;;Amadeus Mozart, Wolfgang (autor nuevo, sin alta todavía);"(AM)Polillas (Cádiz) - candidata segun disco de origen, sin cruzar con la BD; buscar en el desplegable del formulario por si ya existe con otro nombre";;;E_homonima_otro_autor;https://discografiasdemarchasprocesionales.com/discos/3018/;
M201;Concepción;;AM;;Jerez;;María Stma.de la Concepción;253;Villén Rincón, Rafael (id 114, ya en BD);"(AM)Nuestro Padre Jesús de la Sentencia (Jerez de la fra) - candidata segun disco de origen, sin cruzar con la BD; buscar en el desplegable del formulario por si ya existe con otro nombre";;;E_homonima_otro_autor;https://discografiasdemarchasprocesionales.com/discos/3093/;
M203;Bulerias en la plazuela;;AM;;Jerez de la fra;;Gente de la Plazuela y a la Hdad.de la Yedra;268;Villén Rincón, Rafael (id 114, ya en BD);"(AM)La Sentencia (Jerez de la fra) - candidata segun disco de origen, sin cruzar con la BD; buscar en el desplegable del formulario por si ya existe con otro nombre";;;E_homonima_otro_autor;https://discografiasdemarchasprocesionales.com/discos/3132/;
M208;Padre, señor de molviedro;;CCTT;;Sevilla;;Ntro.Padre Jesús Despojado de Sus Vestiduras;235;SIN AUTOR IDENTIFICADO - investigar manualmente;"(CT)Vera Cruz (Utrera) - candidata segun disco de origen, sin cruzar con la BD; buscar en el desplegable del formulario por si ya existe con otro nombre";;;V_autor_generico_origen;https://discografiasdemarchasprocesionales.com/discos/3251/;
M212;Himno a ntra.sra.de los linarejos;;AM;;Linares;;Ntra.Sra.de los Linarejos Coronada;221;del Valle Pérez, Juan Luis (id 82, ya en BD);"(AM)Nuestro Padre Jesús de la Pasión (Linares) - candidata segun disco de origen, sin cruzar con la BD; buscar en el desplegable del formulario por si ya existe con otro nombre";;;B_titulo_parecido_otro_autor;https://discografiasdemarchasprocesionales.com/discos/3318/;
M214;Padre nuestro de la pasión;2003;AM;;;;;289;García Bernárdez, Antonio Miguel (id 6, ya en BD);"(AM)Nuestra Señora del Rosario (Crevillente) - candidata segun disco de origen, sin cruzar con la BD; buscar en el desplegable del formulario por si ya existe con otro nombre";;;D_mismo_autor_titulo_parecido;https://discografiasdemarchasprocesionales.com/discos/3347/;
M215;Para ti, hermano;;AM;;;;;245;Ramírez Pérez, Víctor (id 69, ya en BD);"(AM)Virgen de las Lágrimas (San Fernando) - candidata segun disco de origen, sin cruzar con la BD; buscar en el desplegable del formulario por si ya existe con otro nombre";;;E_homonima_otro_autor;https://discografiasdemarchasprocesionales.com/discos/3415/;
M218;Flagelación;;CCTT;;;;;;López Sánchez, Enrique (id 714, ya en BD);(CT)Juvenil Ntra.Sra.de la Victoria (Sevilla) (banda nueva, pendiente de alta - ref B7);;;E_homonima_otro_autor;https://discografiasdemarchasprocesionales.com/discos/3446/;
M220;A jesús nazareno;;CCTT;;;;;350;Gracia García, Francisco Javier (autor nuevo, sin alta todavía);"(CT)Stmo.Cristo de la Elevación (Campo de Criptana) - candidata segun disco de origen, sin cruzar con la BD; buscar en el desplegable del formulario por si ya existe con otro nombre";;;E_homonima_otro_autor;https://discografiasdemarchasprocesionales.com/discos/3452/;
M221;A tus pies mi nazareno;;AM;;;;;293;Martínez Martínez, Emilio José (autor nuevo, sin alta todavía);(AM)Nuestro Padre Jesús Nazareno (El Bonillo) (banda nueva, pendiente de alta - ref B8);;;B_titulo_parecido_otro_autor;https://discografiasdemarchasprocesionales.com/discos/3502/;
M224;Capataz del soberano;;CCTT;;;;;150;Castro García, Raúl (id 534, ya en BD);"(CT)Ntra.Sra.del Rosario (Linares) - candidata segun disco de origen, sin cruzar con la BD; buscar en el desplegable del formulario por si ya existe con otro nombre";;;D_mismo_autor_titulo_parecido;https://discografiasdemarchasprocesionales.com/discos/3506/;
M225;Himno a ntra.sra.de los linarejos;;CCTT;;Linares;;Ntra.Sra.de los Linarejos Coronada;221;Gómez García, Joaquín (id 107, ya en BD);"(CT)Ntra.Sra.del Rosario (Linares) - candidata segun disco de origen, sin cruzar con la BD; buscar en el desplegable del formulario por si ya existe con otro nombre";;;B_titulo_parecido_otro_autor;https://discografiasdemarchasprocesionales.com/discos/3521/;
M230;Caridad;;CCTT;;;;;;Fernández Carranza, Juan Manuel (id 27, ya en BD);(CT)Ntra.Sra.de la Caridad (Vélez-Málaga) (banda nueva, pendiente de alta - ref B11);;;E_homonima_otro_autor;https://discografiasdemarchasprocesionales.com/discos/3632/;
M236;Madre y señora santa ana;;AM;;Alcalá la Real;;Hdad.de Ntra.Abuela Santa Ana y San Joaquín Santa Ana;244;Sánchez Martín, José María (id 24, ya en BD);"(AM)Santísimo Cristo de la Salud (Alcalá la Real) - candidata segun disco de origen, sin cruzar con la BD; buscar en el desplegable del formulario por si ya existe con otro nombre";;;D_mismo_autor_titulo_parecido;https://discografiasdemarchasprocesionales.com/discos/3679/;
M237;Sueño eterno;;CCTT;;;;;195;Baquero Ramírez, Antonio Manuel (id 189, ya en BD);"(CT)Stmo.Cristo de la Vera-Cruz (Los Palacios y Villafranca) - candidata segun disco de origen, sin cruzar con la BD; buscar en el desplegable del formulario por si ya existe con otro nombre";;;E_homonima_otro_autor;https://discografiasdemarchasprocesionales.com/discos/3696/;
M239;Flagelación;;CCTT;;;;;;García Belver, José Manuel (id 662, ya en BD);"(CT)Stmo.Cristo de la Vera-Cruz (Los Palacios y Villafranca) - candidata segun disco de origen, sin cruzar con la BD; buscar en el desplegable del formulario por si ya existe con otro nombre";;;E_homonima_otro_autor;https://discografiasdemarchasprocesionales.com/discos/3696/;
M240;Jesús, el nazareno;;AM;;Lora del Rio;;Hdad.de Ntro.Padre Jesús Nazareno;233;Fernández Suárez, Esteban (id 609, ya en BD);"(AM)Santísimo Cristo de la Bondad (Alcalá de Guadaíra) - candidata segun disco de origen, sin cruzar con la BD; buscar en el desplegable del formulario por si ya existe con otro nombre";;;B_titulo_parecido_otro_autor;https://discografiasdemarchasprocesionales.com/discos/3744/;
M244;Al dios de la caridad;;AM;;Álcala de Guadaíra;;Hdad.de Ntro.Padre Jesús del Soberano Poder;306;Fernández Suárez, Esteban (id 609, ya en BD);"(AM)Santísimo Cristo de la Bondad (Alcalá de Guadaíra) - candidata segun disco de origen, sin cruzar con la BD; buscar en el desplegable del formulario por si ya existe con otro nombre";;;B_titulo_parecido_otro_autor;https://discografiasdemarchasprocesionales.com/discos/3744/;
M247;Salud;;AM;;;;;;Puelles Cervantes, Carlos (id 352, ya en BD);"(AM)Santísimo Cristo de la Bondad (Alcalá de Guadaíra) - candidata segun disco de origen, sin cruzar con la BD; buscar en el desplegable del formulario por si ya existe con otro nombre";;;E_homonima_otro_autor;https://discografiasdemarchasprocesionales.com/discos/3744/;
M255;Resurrección;;CCTT;;;;;;Yelo Fernández, Joaquín (id 1054, ya en BD);(CT)El Cigarralejo (Mula) (banda nueva, pendiente de alta - ref B14);;;E_homonima_otro_autor;https://discografiasdemarchasprocesionales.com/discos/3837/;
M256;Vida;;CCTT;;;;;;Yelo Fernández, Joaquín (id 1054, ya en BD);(CT)El Cigarralejo (Mula) (banda nueva, pendiente de alta - ref B14);;;E_homonima_otro_autor;https://discografiasdemarchasprocesionales.com/discos/3837/;
M258;Camino a la gloria;;CCTT;;;;;185;Turienzo Robles, Nicolás (id 259, ya en BD);"(CT)Stmo.Cristo de la Buena Muerte (Palencia) - candidata segun disco de origen, sin cruzar con la BD; buscar en el desplegable del formulario por si ya existe con otro nombre";;;E_homonima_otro_autor;https://discografiasdemarchasprocesionales.com/discos/3891/;
